Original ID,Master Question,Category,Ground Truth,Answer,Source,has_ground_truth
E055,"Sau khi được nhận điểm I do vắng thi, sinh viên có tối đa bao lâu để dự thi hoàn tất điểm học phần?",academic_rules,"Tôi kính đơn này đến Ban Chủ nhiệm Khoa, Phòng Đào tạo và quý Thầy/Cô giảng dạy học phần: Mã số HP: , cho phép tôi không thi kết thúc học phần, được bảo lưu kết quả đánh giá giữa kỳ và nhận điểm I cho học phần này trong học kỳ ......, năm học: ............. Trong thời hạn 1 năm tiếp theo, tôi sẽ dự thi để hoàn tất điểm học phần. Nếu quá thời hạn trên, tôi không hoàn tất điểm học phần này thì điểm I sẽ được chuyển thành điểm F.",,MauDon_diemI_llp.md,True
E056,Nếu quá thời hạn một năm mà sinh viên chưa hoàn tất học phần có điểm I thì điểm đó được xử lý thế nào?,academic_rules,"-Khi SV hoàn thành và có điểm của học phần, CBGD gửi điểm cho Giáo vụ đơn vị để tổng hợp vào cuối mỗi học kỳ, nếu quá thời hạn 1 năm điểm sẽ không được công nhận và điểm I sẽ được chuyển thành điểm F.",,MauDon_diemI_llp.md,True
E057,"Khi nêu lý do vắng thi, sinh viên phải đính kèm gì?",academic_rules,"Lý do vắng thi:
(đính kèm giấy xác nhận minh chứng lý do).",,MauDon_diemI_llp.md,True
E058,Đơn đề nghị xét và công nhận điểm M này áp dụng cho các loại chứng chỉ nào?,academic_rules,"do có chứng chỉ Ngoại ngữ, Tin học, GDQP, GDTC",,DonDeNghi_Diem_M_Chungchi_llp.md,True
E059,Sinh viên nộp đơn xét điểm M kèm bản photo chứng chỉ cho ai?,academic_rules,"Sinh viên nộp đơn có đính kèm theo bản photo Chứng chỉ (không cần công chứng) cho Trợ lý giáo vụ của đơn vị đào tạo. SV lưu ý mang theo Bản chính chứng chỉ để đối chiếu khi nộp đơn. - Sau khi Thủ trưởng đơn vị đào tạo ký duyệt, đơn có đính kèm theo bản photo Chứng chỉ được đơn vị đào tạo chuyển cho Phòng Đào tạo để nhập điểm M cho các học phần tương ứng.",,DonDeNghi_Diem_M_Chungchi_llp.md,True
E060,Bản photo chứng chỉ nộp kèm đơn xét điểm M có cần công chứng không và sinh viên phải mang theo gì để đối chiếu?,academic_rules,Sinh viên nộp đơn có đính kèm theo bản photo Chứng chỉ (không cần công chứng) cho Trợ lý giáo vụ của đơn vị đào tạo. SV lưu ý mang theo Bản chính chứng chỉ để đối chiếu khi nộp đơn.,,DonDeNghi_Diem_M_Chungchi_llp.md,True
E061,"Sau khi thủ trưởng đơn vị đào tạo ký duyệt, hồ sơ xét điểm M được chuyển đến đâu để nhập điểm?",academic_rules,"Sau khi Thủ trưởng đơn vị đào tạo ký duyệt, đơn có đính kèm theo bản photo Chứng chỉ được đơn vị đào tạo chuyển cho Phòng Đào tạo để nhập điểm M cho các học phần tương ứng.",,DonDeNghi_Diem_M_Chungchi_llp.md,True
E062,Mỗi sinh viên chính quy của Trường Đại học Cần Thơ được cấp những tài khoản hoặc định danh nào để sử dụng trong quá trình học?,academic_rules,"Sinh viên hình thức chính quy của Trường ĐHCT là những người đã trúng tuyển kỳ thi tuyển sinh hoặc được xét tuyển và có quyết định thu nhận vào học hình thức chính quy của Trường. Mỗi SV sẽ được cấp một mã số SV, thẻ SV, tài khoản máy tính và địa chỉ thư điện tử (email) để sử dụng trong suốt quá trình theo học tại Trường.",,quychehocvu.md,True
E063,Tổng khối lượng chương trình đào tạo được thực hiện bằng phương thức trực tuyến thông thường không được vượt quá bao nhiêu phần trăm?,academic_rules,"Một số học phần thuộc CTĐT có thể được tổ chức lớp học bằng phương thức dạy và học trực tuyến một phần hoặc toàn bộ học phần khi đáp ứng các quy định hiện hành. Những nội dung dạy và học trực tuyến được ghi trong đề cương chi tiết học phần. Tổng khối lượng (tính theo TC) được thực hiện bằng phương thức dạy và học trực tuyến không quá 30% khối lượng của CTĐT. Trong trường hợp thiên tai, dịch bệnh phức tạp và các trường hợp bất khả kháng khác, Trường ĐHCT có thể thực hiện việc dạy và học bằng phương thức trực tuyến theo yêu cầu và hướng dẫn của Nhà nước.",,quychehocvu.md,True
E064,"Với chương trình đào tạo có thời gian thiết kế 4 năm, thời gian học tập tối đa để hoàn thành chương trình là bao lâu?",academic_rules,| 4 năm | 8 năm |,,quychehocvu.md,True
E065,"Theo Quy định công tác học vụ, mỗi năm học của sinh viên chính quy được tổ chức thành mấy học kỳ và gọi là gì?",academic_rules,"1. Mỗi năm học được tổ chức thành 03 HK gọi là Học kỳ 1, Học kỳ 2 và Học kỳ 3.",,quychehocvu.md,True
E066,Học phần tiên quyết được định nghĩa như thế nào?,academic_rules,4. Học phần tiên quyết của học phần HPxxx là học phần mà SV phải tích lũy mới được đăng ký học học phần HPxxx.,,quychehocvu.md,True
E067,Những học phần điều kiện nào được nêu trong quy định và kết quả của chúng có được tính vào ĐTBCTL không?,academic_rules,"6. Học phần điều kiện (bao gồm các học phần Giáo dục Quốc phòng và An ninh (GDQP&AN), Giáo dục thể chất (GDTC), Ngoại ngữ căn bản, Tin học căn bản) là học phần mà SV phải hoàn thành nhưng kết quả học phần không dùng để tính điểm trung bình chung tích lũy (ĐTBCTL); ngoài ra, điểm học phần GDTC không dùng để tính điểm trung bình chung học kỳ (ĐTBCHK) và điểm trung bình chung năm học (ĐTBCNH).",,quychehocvu.md,True
E068,Một tín chỉ tương đương bao nhiêu giờ học tập định mức của sinh viên?,academic_rules,"a) Một (01) TC được tính tương đương 50 giờ học tập định mức của SV, bao gồm cả thời gian dự giờ giảng, giờ học có hướng dẫn, tự học, nghiên cứu, trải nghiệm và dự kiểm tra, đánh giá.",,quychehocvu.md,True
E069,Sinh viên được đăng ký tối đa bao nhiêu tín chỉ trong một học kỳ?,academic_rules,1. Sinh viên được đăng ký học tối đa 20 TC/HK.,,quychehocvu.md,True
E070,"Nếu thấy việc học khó khăn, sinh viên được rút bớt học phần chậm nhất vào thời điểm nào và học phần rút nhận điểm gì?",academic_rules,"Chậm nhất là tuần lễ thứ 6 của HK nếu thấy việc học khó khăn có thể dẫn đến kết quả kém, SV có thể rút bớt học phần đã đăng ký nhưng không được trả lại học phí. Muốn rút bớt học phần, SV vào hệ thống quản lý trực tuyến của Trường ĐHCT để thực hiện. Những học phần đã rút sẽ nhận điểm W trong bảng điểm của HK đó.",,quychehocvu.md,True
E071,Nếu một học phần bắt buộc bị điểm F thì sinh viên phải xử lý thế nào?,academic_rules,"1. Các học phần có điểm F sẽ không được tích lũy. Nếu là học phần bắt buộc SV phải đăng ký học lại những học phần này; nếu là học phần tự chọn, SV có thể đăng ký học lại hoặc chọn học phần tự chọn khác.",,quychehocvu.md,True
E072,Sinh viên xin nghỉ học tạm thời vì lý do cá nhân phải đáp ứng điều kiện gì?,academic_rules,"d) Vì lý do cá nhân (hoàn cảnh gia đình neo đơn, việc riêng,...). Trường hợp này chỉ giải quyết khi SV đã học ít nhất 1 HK ở Trường ĐHCT, không thuộc các trường hợp bị xem xét buộc thôi học hoặc xem xét kỷ luật. Thời gian nghỉ học tạm thời trong trường hợp này được tính vào thời gian học tập tối đa để hoàn thành CTĐT theo quy định tại Điều 5 của Quy định này.",,quychehocvu.md,True
E073,Sinh viên bị cảnh báo học tập khi ĐTBCHK dưới mức nào ở học kỳ đầu và các học kỳ tiếp theo?,academic_rules,"a) Có ĐTBCHK đạt dưới 0,80 đối với HK đầu của khóa học, dưới 1,00 đối với các HK tiếp theo.",,quychehocvu.md,True
E074,Đánh giá trực tuyến thông thường được đóng góp tối đa bao nhiêu phần trăm trọng số tổng điểm học phần?,academic_rules,"4. Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần; riêng việc tổ chức bảo vệ và đánh giá luận văn tốt nghiệp được thực hiện trực tuyến với trọng số cao hơn khi đáp ứng thêm các điều kiện sau đây:",,quychehocvu.md,True
E075,"Điểm M có được tính vào ĐTBCHK và ĐTBCTL không, và số tín chỉ của học phần điểm M có được tính tích lũy không?",academic_rules,"a) Điểm M (tương đương điểm R của Thông tư 08/2021/TT-BGDĐT): dùng để xác nhận học phần SV được miễn học do đã tích lũy được bằng các hình thức khác. Điểm M không được tính vào ĐTBCHK và ĐTBCTL. Số TC của học phần có điểm M được tính vào tổng số TC tích lũy. Để nhận điểm M, SV phải làm đơn có ý kiến của trưởng đơn vị đào tạo xem xét theo từng HK, kèm theo giấy tờ hợp lệ.",,quychehocvu.md,True
E076,So sánh thời gian nộp phí KTX của học kỳ 3 năm học 2025-2026 và học kỳ 1 năm học 2026-2027.,other,"Sinh viên nộp phí từ ngày 23/4 đến 29/4/2026, SV nộp phí cho cả kỳ ở.
Sinh viên nộp phí từ ngày 04/8 đến 07/8/2026, SV nộp phí cho cả kỳ ở.",,"tbdk_hk32526_llp.md, 072026_tb_dk1_2627_llp.md",True
E077,Sinh viên đăng ký mới KTX được nhận chỗ từ ngày nào ở học kỳ 3 năm học 2025-2026 và học kỳ 1 năm học 2026-2027?,other,"Đối với SV đăng ký mới có thể nhận chỗ ở từ ngày 04/5/2026.
Đối với SV đăng ký ở mới có thể nhận chỗ ở từ ngày 07/9/2026.",,"tbdk_hk32526_llp.md, 072026_tb_dk1_2627_llp.md",True
E078,Quy định đăng ký KTX đối với sinh viên đang ở cũ thay đổi thế nào từ học kỳ 3 năm học 2025-2026 sang học kỳ 1 năm học 2026-2027?,other,"Sinh viên đăng ký ở KTX tập trung đầu kỳ (kể cả SV đang ở KTX) qua Hệ thống Quản lý KTX của Trường bằng tài khoản SV từ ngày phát hành thông báo đến ngày 10/4/2026.
Đối với SV đang ở cũ (HK3, năm học 2025-2026) không cần phải đăng ký lại, chỉ thực hiện nộp phí theo thời gian nêu ở mục 2, trong thông báo này.",,"tbdk_hk32526_llp.md, 072026_tb_dk1_2627_llp.md",True
E079,Văn bản triển khai 3 học kỳ chính và Quy định công tác học vụ có thống nhất về số học kỳ trong năm và thời lượng mỗi học kỳ không?,academic_rules,"b) Một học kỳ kéo dài 15 tuần, trong đó gồm 11 tuần dạy và học, 01 tuần dự trữ và tổ chức thi những học phần thi riêng, 01 tuần tổ chức thi những học phần riêng còn lại, 01 tuần tổ chức thi những học phần thi chung và 01 tuần xử lý kết quả.
1. Mỗi năm học được tổ chức thành 03 HK gọi là Học kỳ 1, Học kỳ 2 và Học kỳ 3.",,"3hk.md, quychehocvu.md",True
E080,Quy định về điểm I trong mẫu đơn vắng thi và Quy định công tác học vụ có thống nhất về thời hạn hoàn tất học phần và hậu quả nếu quá hạn không?,academic_rules,"Tôi kính đơn này đến Ban Chủ nhiệm Khoa, Phòng Đào tạo và quý Thầy/Cô giảng dạy học phần: Mã số HP: , cho phép tôi không thi kết thúc học phần, được bảo lưu kết quả đánh giá giữa kỳ và nhận điểm I cho học phần này trong học kỳ ......, năm học: ............. Trong thời hạn 1 năm tiếp theo, tôi sẽ dự thi để hoàn tất điểm học phần. Nếu quá thời hạn trên, tôi không hoàn tất điểm học phần này thì điểm I sẽ được chuyển thành điểm F.
-Khi SV hoàn thành và có điểm của học phần, CBGD gửi điểm cho Giáo vụ đơn vị để tổng hợp vào cuối mỗi học kỳ, nếu quá thời hạn 1 năm điểm sẽ không được công nhận và điểm I sẽ được chuyển thành điểm F.
b) Điểm I: chỉ áp dụng cho đánh giá kết thúc học phần. Dành cho các trường hợp SV đã dự học, dự các lần kiểm tra giữa HK, đã thực hiện các hoạt động liên quan đến học phần như thí nghiệm, thực hành nhưng vì lý do bất khả kháng như ốm đau, tai nạn,... đã vắng mặt trong buổi thi kết thúc học phần và được GV phụ trách học phần chấp thuận cho bổ sung điểm. Điểm I không được tính vào ĐTBCHK ở HK đó. Để nhận được điểm I, SV phải làm đơn kèm theo hồ sơ hợp lệ nộp cho GV giảng dạy học phần xem xét và trình trưởng đơn vị đào tạo duyệt. Thời hạn bổ sung điểm của học phần do GV quy định nhưng không quá 1 năm kể từ ngày thi lần trước. Quá thời hạn trên, nếu SV không hoàn thành thi học phần thì sẽ nhận điểm F.",,"MauDon_diemI_llp.md, quychehocvu.md",True
E081,"Học kỳ 3 năm học 2025-2026, mức phí ở KTX cụ thể là bao nhiêu đồng?",other,,,,False
E082,"Học kỳ 1 năm học 2026-2027, mức phí ở KTX cụ thể là bao nhiêu đồng?",other,,,,False
E083,Mật khẩu Wi-Fi dành cho sinh viên ở KTX Đại học Cần Thơ là gì?,other,,,,False
E084,KTX có những loại phòng nào và giá cụ thể của từng loại phòng là bao nhiêu?,other,,,,False
E085,Sinh viên trả chỗ KTX trong vòng 07 ngày kể từ ngày duyệt chỗ thì được hoàn bao nhiêu phần trăm phí ở?,other,,,,False
E086,Văn phòng KTX mở cửa từ mấy giờ đến mấy giờ mỗi ngày?,other,,,,False
E087,Mức học phí chính xác cho mỗi tín chỉ hiện tại của sinh viên chính quy là bao nhiêu đồng?,actual_tuition,,,,False
E088,Mức tiền học bổng khuyến khích học tập loại xuất sắc là bao nhiêu đồng?,scholarship,,,,False
E089,Quỹ hỗ trợ sinh viên gặp khó khăn đột xuất hỗ trợ tối đa bao nhiêu tiền cho một sinh viên?,social_support,,,,False
E090,Trợ cấp xã hội được chi bao nhiêu tiền mỗi tháng cho từng nhóm sinh viên thuộc diện hưởng?,social_support,,,,False
E091,"Nộp hồ sơ xét miễn và công nhận điểm học phần có phải đóng lệ phí không, nếu có thì mức lệ phí là bao nhiêu?",exemption_policy,,,,False
E092,"Sau khi nộp đơn xét điểm M, chính xác bao nhiêu ngày thì điểm M được cập nhật trên hệ thống?",academic_rules,,,,False
E093,"Sau khi được nhận điểm I do vắng thi, ngày thi bù cụ thể sẽ được tổ chức vào ngày nào?",academic_rules,,,,False
E094,Hạn cuối nộp hồ sơ đăng ký xét danh hiệu Sinh viên 5 tốt Đại học Cần Thơ là ngày nào?,academic_rules,,,,False
E095,Cá nhân đạt danh hiệu Sinh viên 5 tốt Đại học Cần Thơ được thưởng chính xác bao nhiêu tiền?,academic_rules,,,,False
E096,Tiêu chuẩn Tình nguyện tốt yêu cầu tối thiểu bao nhiêu giờ tình nguyện?,academic_rules,,,,False
E097,Lãi suất vay theo Quyết định 29 là bao nhiêu phần trăm mỗi năm?,student_loan,,,,False
E098,Mức vay tối đa theo Quyết định 29 là bao nhiêu tiền mỗi tháng?,student_loan,,,,False
E099,Thời hạn trả nợ khoản vay theo Quyết định 29 là bao nhiêu năm?,student_loan,,,,False
E100,Ngày giải ngân đầu tiên của khoản vay theo Quyết định 29 là ngày nào?,student_loan,,,,False
1,Trẻ bị bỏ rơi không có nguồn nuôi dưỡng học đại học thì được hưởng chế độ học phí như thế nào?,exemption_policy,Sinh viên thuộc diện này được miễn 100% học phí,Sinh viên thuộc diện này được miễn 100% học phí,mghp.md,True
2,Sinh viên khuyết tật muốn xin miễn học phí thì cần chuẩn bị giấy tờ gì?,exemption_policy,"Cần nộp Đơn đề nghị miễn, giảm học phí (theo mẫu) và Giấy xác nhận khuyết tật do Ủy ban nhân dân xã, phường cấp","Cần nộp Đơn đề nghị miễn, giảm học phí (theo mẫu) và Giấy xác nhận khuyết tật do Ủy ban nhân dân xã, phường cấp",mghp.md,True
3,Sinh viên người dân tộc thiểu số ở xã khu vực III vùng dân tộc và miền núi được giảm bao nhiêu phần trăm học phí?,exemption_policy,Được giảm 70% học phí,Được giảm 70% học phí,mghp.md,True
4,Con của bệnh binh được hưởng chế độ học phí như thế nào?,exemption_policy,Được miễn 100% học phí,Được miễn 100% học phí,mghp.md,True
5,Cha hoặc mẹ bị tai nạn lao động được hưởng trợ cấp thường xuyên thì sinh viên được giảm bao nhiêu học phí?,exemption_policy,Được giảm 50% học phí,Được giảm 50% học phí,mghp.md,True
6,"Sinh viên đang bị kỷ luật ngừng học có được xét miễn, giảm học phí không?",exemption_policy,"Không áp dụng chế độ ưu đãi miễn, giảm học phí trong thời gian sinh viên bị kỷ luật ngừng học","Không áp dụng chế độ ưu đãi miễn, giảm học phí trong thời gian sinh viên bị kỷ luật ngừng học",mghp.md,True
7,"Nếu sinh viên thuộc nhiều diện miễn, giảm học phí cùng lúc thì tính như thế nào?",exemption_policy,Chỉ được hưởng mức hỗ trợ cao nhất,Chỉ được hưởng mức hỗ trợ cao nhất,mghp.md,True
8,Sinh viên đang hưởng lương hoặc sinh hoạt phí khi đi học có được miễn giảm học phí không?,exemption_policy,"Không áp dụng miễn, giảm học phí đối với trường hợp đang hưởng lương hoặc sinh hoạt phí khi đi học","Không áp dụng miễn, giảm học phí đối với trường hợp đang hưởng lương hoặc sinh hoạt phí khi đi học",mghp.md,True
9,Sổ hộ nghèo hết hạn thì làm gì để được tiếp tục miễn giảm học phí?,exemption_policy,Bắt buộc phải nộp bổ sung giấy xác nhận mới khi giấy cũ hết hạn để được gia hạn chế độ,Bắt buộc phải nộp bổ sung giấy xác nhận mới khi giấy cũ hết hạn để được gia hạn chế độ,mghp.md,True
10,"Học phí làm cơ sở tính miễn, giảm cho môn Giáo dục quốc phòng và An ninh (đại trà) là bao nhiêu?",exemption_basis,Là 451.000 đồng/tín chỉ,Là 451.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True
11,"Khối ngành III (Kinh doanh và quản lý, pháp luật) có mức học phí cơ sở để tính miễn giảm là bao nhiêu 1 tín chỉ?",exemption_basis,Mức học phí cơ sở là 451.000 đồng/tín chỉ,Mức học phí cơ sở là 451.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True
12,"Khối ngành IV (Khoa học sự sống, khoa học tự nhiên) có mức học phí cơ sở để tính miễn giảm là bao nhiêu?",exemption_basis,Mức học phí cơ sở là 487.000 đồng/tín chỉ,Mức học phí cơ sở là 487.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True
13,Khối ngành VI (Sức khỏe) có mức học phí cơ sở để tính miễn giảm là bao nhiêu?,exemption_basis,Mức học phí cơ sở là 753.000 đồng/tín chỉ,Mức học phí cơ sở là 753.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True
14,Sinh viên chương trình tiên tiến khóa 47 trở về trước có học phí làm cơ sở tính miễn giảm là bao nhiêu?,exemption_basis,Mức học phí là 335.000 đồng/tín chỉ,Mức học phí là 335.000 đồng/tín chỉ,MucHocPhi_2526_MienGiam.md,True
15,"Trợ cấp xã hội cho sinh viên hộ nghèo, tàn tật là bao nhiêu tiền một tháng?",social_support,Mức trợ cấp là 100.000 đồng/1 sinh viên/1 tháng,Mức trợ cấp là 100.000 đồng/1 sinh viên/1 tháng,TCXH.md,True
16,Em là sinh viên dân tộc thiểu số thuộc hộ nghèo thì được hỗ trợ chi phí học tập bao nhiêu?,social_support,Mức hỗ trợ bằng 60% mức lương tối thiểu chung,Mức hỗ trợ bằng 60% mức lương tối thiểu chung,66_2013.md,True
17,Khoản hỗ trợ chi phí học tập cho sinh viên dân tộc thiểu số thuộc hộ nghèo được nhận tối đa mấy tháng trong một năm học?,social_support,Sinh viên được hưởng không quá 10 tháng/năm học,Sinh viên được hưởng không quá 10 tháng/năm học,66_2013.md,True
18,Sinh viên học văn bằng hai có được nhận hỗ trợ chi phí học tập dành cho sinh viên dân tộc thiểu số thuộc hộ nghèo không?,social_support,Không áp dụng đối với sinh viên học văn bằng hai,Không áp dụng đối với sinh viên học văn bằng hai,66_2013.md,True
19,Ai là người ký xác nhận giấy chứng nhận hộ nghèo để sinh viên làm hồ sơ hỗ trợ chi phí học tập?,social_support,"Giấy chứng nhận hộ nghèo phải do Ủy ban nhân dân xã, phường, thị trấn cấp","Giấy chứng nhận hộ nghèo phải do Ủy ban nhân dân xã, phường, thị trấn cấp",donz.md,True
20,Nguồn tiền hỗ trợ chi phí học tập cho sinh viên dân tộc thiểu số thuộc hộ nghèo được lấy từ đâu?,social_support,Kinh phí được cân đối trong nguồn chi cho sự nghiệp giáo dục và đào tạo hằng năm theo phân cấp quản lý ngân sách nhà nước,Kinh phí được cân đối trong nguồn chi cho sự nghiệp giáo dục và đào tạo hằng năm theo phân cấp quản lý ngân sách nhà nước,66_2013.md,True
21,"Em học sư phạm và đã được Nhà nước hỗ trợ học phí, sinh hoạt phí rồi thì có được nhận thêm hỗ trợ chi phí đào tạo dành cho sinh viên dân tộc thiểu số không?",social_support,"Không, sinh viên sư phạm chưa được hưởng chính sách theo Nghị định 116 mới thuộc đối tượng này","Không, sinh viên sư phạm chưa được hưởng chính sách theo Nghị định 116 mới thuộc đối tượng này",Ho_tro.md,True
22,Sinh viên dân tộc thiểu số thuộc hộ nghèo muốn nộp hồ sơ hỗ trợ chi phí học tập thì nộp trực tiếp ở đâu?,social_support,Nộp trực tiếp tại Văn phòng Phòng Công tác Sinh viên,Nộp trực tiếp tại Văn phòng Phòng Công tác Sinh viên,donz.md,True
23,Hồ sơ xin trợ cấp xã hội của sinh viên mồ côi cả cha lẫn mẹ cần giấy tờ gì?,social_support,"Đơn xin hưởng trợ cấp, bản sao giấy chứng tử của cha mẹ hoặc giấy xác nhận của UBND cấp xã nơi cư trú là mồ côi cả cha lẫn mẹ","Đơn xin hưởng trợ cấp, bản sao giấy chứng tử của cha mẹ hoặc giấy xác nhận của UBND cấp xã nơi cư trú là mồ côi cả cha lẫn mẹ",Tro_cap_XH.md,True
24,Sinh viên mồ côi cần nộp hồ sơ xin trợ cấp xã hội mấy lần?,social_support,Chỉ cần nộp hồ sơ một lần để xét hưởng đến hết khóa học theo khung thời gian đào tạo,Chỉ cần nộp hồ sơ một lần để xét hưởng đến hết khóa học theo khung thời gian đào tạo,Tro_cap_XH.md,True
25,Sinh viên được hỗ trợ chi phí đào tạo dành cho vùng đồng bào dân tộc thiểu số thì nộp hồ sơ ở đâu?,social_support,"Nộp trực tiếp tại Phòng Quản lý chất lượng, Sở Giáo dục và Đào tạo thành phố Cần Thơ","Nộp trực tiếp tại Phòng Quản lý chất lượng, Sở Giáo dục và Đào tạo thành phố Cần Thơ",Ho_tro.md,True
26,Mức học phí đại cương chung của ngành CNTT đối với Khóa 49 là bao nhiêu?,actual_tuition,Mức học phí là 695.000 đồng/tín chỉ,Mức học phí là 695.000 đồng/tín chỉ,MucHocPhi_QuyDinhChung.md,True
27,Mức học phí đại cương chung đối với Khóa 52 (đại trà) là bao nhiêu?,actual_tuition,Mức học phí là 695.000 đồng/tín chỉ,Mức học phí là 695.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
28,Học lại môn ngoài thời gian thiết kế chương trình đối với Khóa 52 bị nhân hệ số bao nhiêu?,actual_tuition,"Bị nhân với hệ số 1,3","Bị nhân với hệ số 1,3",MucHocPhi_QuyDinhChung.md,True
29,Khóa 51 học lại ngoài thời gian thiết kế thì học phí nhân hệ số mấy?,actual_tuition,"Bị nhân với hệ số 1,3","Bị nhân với hệ số 1,3",MucHocPhi_QuyDinhChung.md,True
30,Mức học phí theo tín chỉ của ngành Sư phạm Toán học Khóa 51 trở về trước là bao nhiêu?,actual_tuition,Mức học phí là 695.000 đồng/tín chỉ,Mức học phí là 695.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa51_VeTruoc.md,True
31,Khóa 52 ngành Sư phạm Toán học có học phí bao nhiêu 1 tín chỉ?,actual_tuition,Mức học phí là 807.000 đồng/tín chỉ,Mức học phí là 807.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
32,Học phí toàn khóa ngành Quản trị kinh doanh đại trà Khóa 52 là bao nhiêu?,actual_tuition,"Học phí toàn khóa là 114,5 triệu đồng","Học phí toàn khóa là 114,5 triệu đồng",MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
33,Khóa 52 ngành Khoa học máy tính học phí bao nhiêu 1 tín chỉ?,actual_tuition,Mức học phí là 966.000 đồng/tín chỉ,Mức học phí là 966.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
34,Ngành Kiến trúc Khóa 52 đại trà có học phí toàn khóa bao nhiêu?,actual_tuition,"Học phí toàn khóa là 165,6 triệu đồng","Học phí toàn khóa là 165,6 triệu đồng",MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
35,Ngành Công nghệ thông tin Chất lượng cao Khóa 52 có mức học phí cố định một năm là bao nhiêu?,actual_tuition,Học phí là 44 triệu đồng/năm học,Học phí là 44 triệu đồng/năm học,MucHocPhi_ChatLuongCao_TienTien.md,True
36,Ngành Kinh doanh quốc tế Chất lượng cao Khóa 51 có học phí một năm là bao nhiêu?,actual_tuition,Học phí là 40 triệu đồng/năm học,Học phí là 40 triệu đồng/năm học,MucHocPhi_ChatLuongCao_TienTien.md,True
37,Mức học phí môn Năng lực số đối với Khóa 51 trở về trước là bao nhiêu?,actual_tuition,Là 695.000 đồng/tín chỉ,Là 695.000 đồng/tín chỉ,MucHocPhi_QuyDinhChung.md,True
38,Sinh viên Khóa 51 ngành Kế toán học phí bao nhiêu 1 tín chỉ chuyên ngành?,actual_tuition,Mức học phí là 727.000 đồng/tín chỉ,Mức học phí là 727.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa51_VeTruoc.md,True
39,Khóa 52 ngành Kinh doanh nông nghiệp - Hòa An có học phí bao nhiêu một tín chỉ?,actual_tuition,Học phí là 844.000 đồng/tín chỉ,Học phí là 844.000 đồng/tín chỉ,MucHocPhi_DaiHocChinhQuy_Khoa52.md,True
40,Học phí Tiến sĩ khóa tuyển sinh năm 2026 là bao nhiêu một năm?,actual_tuition,Mức học phí là 56.300.000 đồng/năm học,Mức học phí là 56.300.000 đồng/năm học,MucHocPhi_QuyDinhChung.md,True
41,Học phí Thạc sĩ khóa tuyển sinh năm 2025 về trước là bao nhiêu một năm?,actual_tuition,Mức học phí là 30.300.000 đồng/năm học,Mức học phí là 30.300.000 đồng/năm học,MucHocPhi_QuyDinhChung.md,True
42,Học viên cao học học ngoài giờ hành chính sẽ bị nhân hệ số học phí như thế nào?,actual_tuition,"Bị nhân 1,5 lần đối với các học phần trừ luận văn, đề án và thực tập tốt nghiệp","Bị nhân 1,5 lần đối với các học phần trừ luận văn, đề án và thực tập tốt nghiệp",MucHocPhi_QuyDinhChung.md,True
43,Học phí tốt nghiệp chậm tiến độ thạc sĩ được tính như thế nào?,actual_tuition,Đóng học phí bằng 50% mức học phí của học kỳ trễ hạn,Đóng học phí bằng 50% mức học phí của học kỳ trễ hạn,MucHocPhi_QuyDinhChung.md,True
44,Đào tạo từ xa khóa 2027 có học phí là bao nhiêu 1 tín chỉ?,actual_tuition,Mức học phí cố định là 574.300 đồng/tín chỉ,Mức học phí cố định là 574.300 đồng/tín chỉ,MucHocPhi_QuyDinhChung.md,True
45,Hệ Vừa làm vừa học nếu lớp dưới 30 sinh viên có thể bị nhân hệ số học phí tối đa bao nhiêu?,actual_tuition,"Thỏa thuận nhân hệ số điều chỉnh nhưng không quá 1,5 mức học phí quy định","Thỏa thuận nhân hệ số điều chỉnh nhưng không quá 1,5 mức học phí quy định",MucHocPhi_QuyDinhChung.md,True
46,Học phí bồi dưỡng kiến thức tại Khoa Dự bị Dân tộc là bao nhiêu tiền một năm?,actual_tuition,Mức học phí là 12.000.000 đồng/năm học,Mức học phí là 12.000.000 đồng/năm học,MucHocPhi_QuyDinhChung.md,True
47,Mức học phí học bổ sung kiến thức dự thi trình độ thạc sĩ tối đa là bao nhiêu?,actual_tuition,Tối đa là 695.000 đồng/tín chỉ,Tối đa là 695.000 đồng/tín chỉ,MucHocPhi_QuyDinhChung.md,True
48,Khóa 52 ngành Thú y Chất lượng cao có học phí bao nhiêu một tín chỉ?,actual_tuition,Mức học phí là 1.553.000 đồng/tín chỉ,Mức học phí là 1.553.000 đồng/tín chỉ,MucHocPhi_ChatLuongCao_TienTien.md,True
